Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2011022;2011-06-10;IBM;IBM Power 730;SUSE Linux Enterprise Server 11;DB2 9.7;POWER7;3.7 GHz;2;12;48;128;32 KB (I) and 32 KB (D) L1 cache and 256 KB L2 cache per core, 4 MB L3 cache per core;https://www.sap.com/dmc/benchmark/sd2/Cert11022.pdf;;5250;0.98;;;1721000;573670;28680;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011021;2011-06-03;HP;HP ProLiant DL980 G7;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor E7-4870;2.4 GHz;8;80;160;512;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11021.pdf;;25160;0.98;;;8248000;2749330;137470;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011020;2011-05-19;HP;HP ProLiant DL980 G7;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor E7-4870;2.4 GHz;8;80;160;512;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11020.pdf;;24910;0.98;;;8164000;2721330;136070;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011019;2011-05-04;Egenera;Egenera BladeFrame BF1 processing blade PB320012R / 952-000226;Windows Server 2008 Enterprise Edition;SQL Server 2008 R2;Intel Xeon Processor X5670;2.93 GHz;2;12;24;72;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11019.pdf;;3772;0.88;;;1248000;416000;20800;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011018;2011-05-04;Egenera;Egenera BladeFrame BF1 processing blade PB320005R / 952-000195;Windows Server 2008 Enterprise Edition;SQL Server 2008 R2;Intel Xeon Processor X5570;2.93 GHz;2;8;16;72;64 KB L1 cache and 256 KB L2 cache per core, 8 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11018.pdf;;2840;0.92;;;936000;312000;15600;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011017;2011-04-26;Fujitsu;Fujitsu PRIMEQUEST 1800E2;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor E7-8870;2.4 GHz;8;80;160;512;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11017.pdf;;24000;0.98;;;7870000;2623330;131170;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011016;2011-04-05;HP;HP ProLiant BL680c G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor E7-4870;2.4 GHz;4;40;80;256;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11016.pdf;;13550;0.99;;;4438000;1479330;73970;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011015;2011-04-05;IBM;IBM System x3850 X5 7143-B7U;Windows Server 2008 R2 Enterprise Edition;DB2 9.7;Intel Xeon Processor E7-4870;2.4 GHz;4;40;80;512;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11015.pdf;;14000;0.92;;;4614000;1538000;76900;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011014;2011-04-05;HP;HP ProLiant BL620c G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor E7-2870;2.4 GHz;2;20;40;256;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11014.pdf;;6703;0.99;;;2196000;732000;36600;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011013;2011-03-22;Fujitsu;Fujitsu PRIMERGY RX600 S5;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;512;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11013.pdf;;10055;0.99;;;3295000;1098330;54920;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011012;2011-03-17;Stratus Technologies;Stratus ftServer 6310;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5670;2.93 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11012.pdf;;3890;0.9;;;1285000;428330;21420;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011011;2011-03-10;IBM;IBM Power 730;AIX 7.1;DB2 9.7;POWER7;3.55 GHz;2;16;64;128;32 KB (I) and 32 KB (D) L1 cache and 256 KB L2 cache per core, 4 MB L3 cache per core;https://www.sap.com/dmc/benchmark/sd2/Cert11011.pdf;;8704;0.97;;;2856000;952000;47600;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011010;2011-03-02;Cisco Systems;Cisco UCS B200 M2;Red Hat Enterprise Linux 5.5 on KVM;MaxDB 7.8;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 128 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert2011010.pdf;;2900;0.9;;;958000;319330;15970;;2-tier;Virtualized;SAP enhancement package 4 for SAP ERP 6.0
2011009;2011-02-25;Dell;Dell PowerEdge R910;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.27 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11009.pdf;;9555;0.99;;;3129000;1043000;52150;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011007;2011-02-11;HP;HP ProLiant BL465c G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;AMD Opteron Processor 6176;2.3 GHz;2;24;24;128;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/Cert11007.pdf;;4496;0.99;;;1472000;490670;24530;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011006;2011-02-11;HP;HP ProLiant DL585 G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;AMD Opteron Processor 6180SE;2.5 GHz;4;48;48;256;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/Cert11006.pdf;;9450;0.99;;;3095000;1031670;51580;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011005;2011-02-11;HP;HP ProLiant DL380 G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5690;3.46 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11005.pdf;;5220;0.99;;;1709000;569670;28480;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011004;2011-02-11;Dell;Dell PowerEdge R710;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11004.pdf;;4345;0.97;;;1425000;475000;23750;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011003;2011-01-17;HP;HP ProLiant BL680c G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11003.pdf;;10555;0.99;;;3457000;1152330;57620;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011002;2011-01-03;HP;HP ProLiant DL580 G7;SUSE Linux Enterprise Server 11;MaxDB 7.8;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/Cert11002.pdf;;9610;0.99;;;3149000;1049670;52480;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2011001;2011-01-03;HP;HP ProLiant DL380 G7;SUSE Linux Enterprise Server 11;MaxDB 7.8;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert11001.pdf;;4757;0.98;;;1559000;519670;25980;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010053;2010-12-15;IBM;IBM System x3755M3;Windows Server 2008 Enterprise Edition;DB2 9.7;AMD Opteron Processor 6176 SE;2.3 GHz;4;48;48;256;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10053.pdf;;8888;0.97;;;2915000;971670;48580;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010052;2010-12-14;Dell;Dell PowerEdge R710;Red Hat Enterprise Linux 5.5;MaxDB 7.8;Intel Xeon Processor X5670;2.93 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10052 - Copy.pdf;;4260;0.98;;;1397000;465670;23280;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010051;2010-12-14;IBM;IBM Bladecenter HX5;Windows Server 2008 Enterprise Edition;DB2 9.7;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10051.pdf;;10500;0.99;;;3440000;1146670;57330;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010050;2010-11-30;Fujitsu;Fujitsu PRIMERGY RX900 S1;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;8;64;128;1024;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10050.pdf;;18700;0.96;;;6145000;2048330;102420;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010049;2010-11-30;Dell;Dell PowerEdge R815;Windows Server 2008 Enterprise Edition;SQL Server 2008;AMD Opteron Processor 6174;2.2 GHz;4;48;48;256;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10049.pdf;;7473;0.85;;;2479000;826330;41320;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010048;2010-11-30;NEC;NEC Express5800 R120b-2,;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10048.pdf;;4725;0.92;;;1557000;519000;25950;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010046;2010-11-15;IBM;IBM Power 795;AIX 7.1;DB2 9.7;POWER7;4 GHz;32;256;1024;4096;32 KB (I) and 32 KB (D) L1 cache and 256 KB L2 cache per core, 4 MB L3 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10046.pdf;;126063;0.98;;;41318000;13772670;688630;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010045;2010-11-12;HP;HP ProLiant BL680c G7;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10045.pdf;;10460;0.99;;;3426000;1142000;57100;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010044;2010-10-11;IBM;IBM System x3850 X5;Windows Server 2008 R2 Enterprise Edition;DB2 9.7;Intel Xeon Processor X7560;2.26 GHz;8;64;128;512;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10044.pdf;;19700;0.92;;;6496000;2165330;108270;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010043;2010-10-11;IBM;IBM System x3690 X5;Windows Server 2008 Enterprise Edition;DB2 9.7;Intel Xeon Processor X7560;2.26 GHz;2;16;32;128;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10043.pdf;;5365;0.99;;;1758000;586000;29300;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010042;2010-10-07;IBM;IBM Power 795;AIX 7.1;DB2 9.7;POWER7;4 GHz;16;128;512;2048;32 KB (I) and 32 KB (D) L1 cache and 256 KB L2 cache per core, 4 MB L3 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10042.pdf;;70032;0.93;;;23060000;7686670;384330;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010041;2010-10-06;Fujitsu;Fujitsu PRIMEQUEST 1800E;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;8;64;128;768;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10041.pdf;;18310;0.8;;;6103000;2034330;101720;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010040;2010-10-04;HP;HP ProLiant DL980 G7;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;8;64;128;512;, 64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10040.pdf;;18635;0.99;;;6103000;2034330;101720;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010039;2010-09-20;Oracle;2x Oracle/Sun Fire X4470;Solaris 10;Oracle 11g Real Application Clusters (RAC);Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert10039.pdf;Application Servers ran on database servers;40000;0.86;;;13261000;4420330;221020;;SD Parallel - With Round Robin;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010038;2010-09-08;Fujitsu;Fujitsu PRIMERGY BX960 S1;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor L7555;1.86 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core,  24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10038.pdf;;8470;0.99;;;2773000;924330;46220;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010037;2010-09-02;Hitachi;Hitachi HA8000 Model RS440AK;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10037.pdf;;9300;0.97;;;3052000;1017330;50870;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010036;2010-08-27;Dell;Dell PowerEdge R910;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor E7540;2 GHz;4;24;48;256;64 KB L1 cache and 256 KB L2 cache per core, 18 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10036.pdf;;6050;0.97;;;1986000;662000;33100;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010034;2010-08-05;NEC;NEC Express5800 Model A1080a-E;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;8;64;128;512;64 KB L1 cache and 256 KB L2 cache per core,  24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10034.pdf;;18185;0.97;;;5967000;1989000;99450;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010033;2010-07-30;Fujitsu;Fujitsu PRIMERGY TX200 S6;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10033.pdf;;4980;0.98;;;1633000;544330;27220;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010032;2010-07-15;HP;HP ProLiant DL580 G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10032.pdf;;10490;0.99;;;3436000;1145330;57270;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010031;2010-07-15;HP;HP ProLiant DL380 G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10031.pdf;;5110;0.99;;;1673000;557670;27880;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010030;2010-07-15;Hitachi;Hitachi HA8000 Model RS220;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5670;2.93 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10030.pdf;;4390;0.99;;;1438000;479330;23970;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010029;2010-06-28;Oracle;2x Oracle/Sun Fire X4470;Solaris 10;Oracle 11g Real Application Clusters (RAC);Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert10029.pdf;Application Servers ran on database servers;21000;0.93;;;6918000;2306000;115300;;SD Parallel - With Round Robin;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010028;2010-06-21;HP;HP ProLiant DL980 G7;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;8;64;128;512;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10028.pdf;;18180;0.98;;;5959000;1986330;99320;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010027;2010-06-21;HP;HP ProLiant DL580 G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560,;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10027.pdf;;10445;0.99;;;3421000;1140330;57020;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010026;2010-06-21;HP;HP ProLiant BL685C G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;AMD Opteron Processor 6174;2.2 GHz;4;48;48;256;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10026.pdf;;8675;0.98;;;2845000;948330;47420;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010025;2010-06-16;IBM;IBM System x3650 M3;Windows Server 2008 Enterprise Edition;DB2 9.7;Intel Xeon Processor x5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10025.pdf;;5100;0.98;;;1672000;557330;27870;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010023;2010-05-26;Bull;Bull novascale bullion;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;128;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10023.pdf;;7440;0.78;;;2485000;828330;41420;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010022;2010-05-25;Hitachi;Hitachi BladeSymphony BS2000 Model E55A2;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10022.pdf;;4510;0.95;;;1483000;494330;24720;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010021;2010-05-25;Hitachi;Hitachi BladeSymphony BS320 Model C51S5;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10021.pdf;;4510;0.98;;;1478000;492670;24630;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010020;2010-05-25;Hitachi;Hitachi BladeSymphony BS2000 Model E57A1;Windows Server 2008 R2 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;256;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10020.pdf;;8730;0.96;;;2868000;956000;47800;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010019;2010-05-10;HP;HP ProLiant DL380 G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10019.pdf;;5075;0.99;;;1663000;554330;27720;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010018;2010-05-06;Cisco Systems;Cisco UCS B200 M2;Windows Server 2008 Enterprise Edition;SQL Server 2008;Intel Xeon Processor X5680;3.33 GHz;2;12;24;96;64 KB L1 cache and 256 KB L2 cache per core, 12 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10018.pdf;;4852;0.99;;;1589000;529670;26480;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010017;2010-05-06;Fujitsu;Fujitsu PRIMERGY RX600 S5;Windows Server 2008 R2 Datacenter Edition;SQL Server 2008;Intel Xeon Processor X7560;2.26 GHz;4;32;64;512;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10017.pdf;;9560;0.97;;;3138000;1046000;52300;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010016;2010-04-14;Fujitsu;Fujitsu PRIMERGY RX300 S5;SUSE Linux Enterprise Server 10 on VMware ESX Server 4.0;MaxDB 7.8;Intel Xeon Processor X5570;2.93 GHz;2;8;16;96;64 KB L1 cache and 256 KB L2 cache per core, 8 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd3/Cert10016.pdf;;16000;0.93;;;5268000;1756000;87800;;3-tier;Virtualized;SAP enhancement package 4 for SAP ERP 6.0
2010015;2010-04-13;HP;HP ProLiant DL385 G7;Windows Server 2008 Enterprise Edition;SQL Server 2008;AMD Opteron Processor 6176SE;2.3 GHz;2;24;24;128;128 KB L1 cache and 512 KB L2 cache per core, 6 MB L3 cache per 6 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10015.pdf;;4394;0.98;;;1441000;480330;24020;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
2010013;2010-04-07;IBM;IBM Power System 780;AIX 6.1;DB2 9.7;POWER7;3.8 GHz;8;64;256;1024;32 KB(I) + 32 KB(D) L1 cache and 256 KB L2 cache per core, 4 MB L3 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert10013.pdf;;37000;0.98;;;12131000;4043670;202180;;2-tier;Bare-Metal;SAP enhancement package 4 for SAP ERP 6.0
